city,type,temperature,humidity,pressure,wind_speed,timestamp,rain_probability,hour,day,month,temp_lag_1,temp_lag_2,temp_lag_3,humidity_lag_1,pressure_lag_1
Gampaha,forecast,32.09,56,1007,5.66,2026-03-31 14:30:00,0.0,14,31,3,33.75,27.07,23.45,49.0,1010.0
Gampaha,forecast,29.36,65,1007,3.05,2026-03-31 17:30:00,0.01,17,31,3,32.09,33.75,27.07,56.0,1007.0
Gampaha,forecast,26.21,81,1010,1.3,2026-03-31 20:30:00,0.0,20,31,3,29.36,32.09,33.75,65.0,1007.0
Gampaha,forecast,25.12,85,1010,1.74,2026-03-31 23:30:00,0.59,23,31,3,26.21,29.36,32.09,81.0,1010.0
Gampaha,forecast,24.17,89,1008,1.71,2026-04-01 02:30:00,0.71,2,1,4,25.12,26.21,29.36,85.0,1010.0
Gampaha,forecast,23.59,90,1009,1.71,2026-04-01 05:30:00,0.57,5,1,4,24.17,25.12,26.21,89.0,1008.0
Gampaha,forecast,28.73,67,1011,1.02,2026-04-01 08:30:00,0.13,8,1,4,23.59,24.17,25.12,90.0,1009.0
Gampaha,forecast,34.5,46,1009,2.35,2026-04-01 11:30:00,0.0,11,1,4,28.73,23.59,24.17,67.0,1011.0
Gampaha,forecast,31.75,56,1006,5.38,2026-04-01 14:30:00,0.0,14,1,4,34.5,28.73,23.59,46.0,1009.0
Gampaha,forecast,28.64,69,1007,3.53,2026-04-01 17:30:00,0.37,17,1,4,31.75,34.5,28.73,56.0,1006.0
Gampaha,forecast,25.53,85,1010,1.51,2026-04-01 20:30:00,0.87,20,1,4,28.64,31.75,34.5,69.0,1007.0
Gampaha,forecast,25.0,89,1010,1.66,2026-04-01 23:30:00,1.0,23,1,4,25.53,28.64,31.75,85.0,1010.0
Gampaha,forecast,24.17,92,1008,1.65,2026-04-02 02:30:00,0.48,2,2,4,25.0,25.53,28.64,89.0,1010.0
Gampaha,forecast,23.68,90,1009,1.51,2026-04-02 05:30:00,0.38,5,2,4,24.17,25.0,25.53,92.0,1008.0
Gampaha,forecast,27.85,69,1011,1.21,2026-04-02 08:30:00,0.0,8,2,4,23.68,24.17,25.0,90.0,1009.0
Gampaha,forecast,34.02,48,1010,1.94,2026-04-02 11:30:00,0.0,11,2,4,27.85,23.68,24.17,69.0,1011.0
Gampaha,forecast,31.55,56,1008,5.08,2026-04-02 14:30:00,0.0,14,2,4,34.02,27.85,23.68,48.0,1010.0
Gampaha,forecast,29.15,62,1008,3.14,2026-04-02 17:30:00,0.0,17,2,4,31.55,34.02,27.85,56.0,1008.0
Gampaha,forecast,25.7,69,1011,1.66,2026-04-02 20:30:00,0.0,20,2,4,29.15,31.55,34.02,62.0,1008.0
Hambantota,forecast,25.55,86,1009,2.37,2026-03-29 05:30:00,0.21,5,29,3,25.82,26.0,26.52,85.0,1009.0
Hambantota,forecast,27.58,76,1010,2.04,2026-03-29 08:30:00,0.0,8,29,3,25.55,25.82,26.0,86.0,1009.0
Hambantota,forecast,30.5,65,1010,4.02,2026-03-29 11:30:00,0.2,11,29,3,27.58,25.55,25.82,76.0,1010.0
Hambantota,forecast,29.96,67,1006,8.3,2026-03-29 14:30:00,0.0,14,29,3,30.5,27.58,25.55,65.0,1010.0
Hambantota,forecast,28.05,76,1007,6.56,2026-03-29 17:30:00,0.36,17,29,3,29.96,30.5,27.58,67.0,1006.0
Hambantota,forecast,26.88,81,1009,5.09,2026-03-29 20:30:00,0.98,20,29,3,28.05,29.96,30.5,76.0,1007.0
Hambantota,forecast,26.26,84,1009,4.26,2026-03-29 23:30:00,0.44,23,29,3,26.88,28.05,29.96,81.0,1009.0
Hambantota,forecast,25.32,88,1007,2.79,2026-03-30 02:30:00,0.0,2,30,3,26.26,26.88,28.05,84.0,1009.0
Hambantota,forecast,24.9,88,1008,2.11,2026-03-30 05:30:00,0.0,5,30,3,25.32,26.26,26.88,88.0,1007.0
Hambantota,forecast,27.29,77,1011,1.74,2026-03-30 08:30:00,0.2,8,30,3,24.9,25.32,26.26,88.0,1008.0
Hambantota,forecast,30.47,64,1010,3.95,2026-03-30 11:30:00,0.0,11,30,3,27.29,24.9,25.32,77.0,1011.0
Hambantota,forecast,29.75,68,1007,7.54,2026-03-30 14:30:00,0.0,14,30,3,30.47,27.29,24.9,64.0,1010.0
Hambantota,forecast,28.83,71,1008,5.33,2026-03-30 17:30:00,0.0,17,30,3,29.75,30.47,27.29,68.0,1007.0
Hambantota,forecast,27.26,79,1011,3.67,2026-03-30 20:30:00,0.28,20,30,3,28.83,29.75,30.47,71.0,1008.0
Hambantota,forecast,26.88,81,1011,3.35,2026-03-30 23:30:00,0.21,23,30,3,27.26,28.83,29.75,79.0,1011.0
Hambantota,forecast,25.77,84,1008,2.67,2026-03-31 02:30:00,0.69,2,31,3,26.88,27.26,28.83,81.0,1011.0
Hambantota,forecast,25.1,86,1009,1.51,2026-03-31 05:30:00,0.44,5,31,3,25.77,26.88,27.26,84.0,1008.0
Hambantota,forecast,27.54,75,1011,1.87,2026-03-31 08:30:00,0.2,8,31,3,25.1,25.77,26.88,86.0,1009.0
Hambantota,forecast,30.63,62,1010,3.56,2026-03-31 11:30:00,0.0,11,31,3,27.54,25.1,25.77,75.0,1011.0
Hambantota,forecast,29.85,66,1007,6.92,2026-03-31 14:30:00,0.0,14,31,3,30.63,27.54,25.1,62.0,1010.0
Hambantota,forecast,28.61,69,1008,4.11,2026-03-31 17:30:00,0.0,17,31,3,29.85,30.63,27.54,66.0,1007.0
Hambantota,forecast,27.21,77,1010,2.58,2026-03-31 20:30:00,0.74,20,31,3,28.61,29.85,30.63,69.0,1008.0
Hambantota,forecast,26.67,79,1011,2.0,2026-03-31 23:30:00,0.89,23,31,3,27.21,28.61,29.85,77.0,1010.0
Hambantota,forecast,26.39,79,1008,1.56,2026-04-01 02:30:00,0.39,2,1,4,26.67,27.21,28.61,79.0,1011.0
Hambantota,forecast,25.78,81,1009,1.67,2026-04-01 05:30:00,0.21,5,1,4,26.39,26.67,27.21,79.0,1008.0
Hambantota,forecast,27.98,73,1011,2.48,2026-04-01 08:30:00,0.35,8,1,4,25.78,26.39,26.67,81.0,1009.0
Hambantota,forecast,28.34,71,1010,5.61,2026-04-01 11:30:00,0.45,11,1,4,27.98,25.78,26.39,73.0,1011.0
Hambantota,forecast,29.52,65,1007,6.11,2026-04-01 14:30:00,0.0,14,1,4,28.34,27.98,25.78,71.0,1010.0
Hambantota,forecast,27.8,69,1008,5.64,2026-04-01 17:30:00,0.0,17,1,4,29.52,28.34,27.98,65.0,1007.0
Hambantota,forecast,26.3,72,1010,3.49,2026-04-01 20:30:00,0.0,20,1,4,27.8,29.52,28.34,69.0,1008.0
Hambantota,forecast,25.86,69,1011,2.88,2026-04-01 23:30:00,0.0,23,1,4,26.3,27.8,29.52,72.0,1010.0
Hambantota,forecast,25.03,70,1009,2.61,2026-04-02 02:30:00,0.0,2,2,4,25.86,26.3,27.8,69.0,1011.0
Hambantota,forecast,24.67,69,1010,2.67,2026-04-02 05:30:00,0.0,5,2,4,25.03,25.86,26.3,70.0,1009.0
Hambantota,forecast,27.64,57,1012,2.44,2026-04-02 08:30:00,0.0,8,2,4,24.67,25.03,25.86,69.0,1010.0
Hambantota,forecast,30.58,45,1011,4.84,2026-04-02 11:30:00,0.0,11,2,4,27.64,24.67,25.03,57.0,1012.0
Hambantota,forecast,30.27,46,1009,5.01,2026-04-02 14:30:00,0.0,14,2,4,30.58,27.64,24.67,45.0,1011.0
Hambantota,forecast,28.32,56,1008,4.54,2026-04-02 17:30:00,0.0,17,2,4,30.27,30.58,27.64,46.0,1009.0
Hambantota,forecast,25.86,67,1011,1.97,2026-04-02 20:30:00,0.0,20,2,4,28.32,30.27,30.58,56.0,1008.0
Jaffna,forecast,25.83,82,1008,3.48,2026-03-29 05:30:00,0.0,5,29,3,26.18,26.28,26.42,80.0,1008.0
Jaffna,forecast,27.44,74,1010,2.92,2026-03-29 08:30:00,0.0,8,29,3,25.83,26.18,26.28,82.0,1008.0
Jaffna,forecast,29.61,67,1010,2.76,2026-03-29 11:30:00,0.0,11,29,3,27.44,25.83,26.18,74.0,1010.0
Jaffna,forecast,30.02,66,1006,3.59,2026-03-29 14:30:00,0.0,14,29,3,29.61,27.44,25.83,67.0,1010.0
Jaffna,forecast,29.6,65,1006,0.35,2026-03-29 17:30:00,0.0,17,29,3,30.02,29.61,27.44,66.0,1006.0
Jaffna,forecast,27.19,79,1009,4.47,2026-03-29 20:30:00,0.0,20,29,3,29.6,30.02,29.61,65.0,1006.0
Jaffna,forecast,26.72,84,1009,5.59,2026-03-29 23:30:00,0.0,23,29,3,27.19,29.6,30.02,79.0,1009.0
Jaffna,forecast,26.46,85,1007,5.05,2026-03-30 02:30:00,0.0,2,30,3,26.72,27.19,29.6,84.0,1009.0
Jaffna,forecast,26.13,88,1008,3.32,2026-03-30 05:30:00,0.0,5,30,3,26.46,26.72,27.19,85.0,1007.0
Jaffna,forecast,27.82,79,1010,3.7,2026-03-30 08:30:00,0.0,8,30,3,26.13,26.46,26.72,88.0,1008.0
Jaffna,forecast,29.89,69,1010,3.34,2026-03-30 11:30:00,0.0,11,30,3,27.82,26.13,26.46,79.0,1010.0
Jaffna,forecast,30.25,67,1007,2.95,2026-03-30 14:30:00,0.0,14,30,3,29.89,27.82,26.13,69.0,1010.0
Jaffna,forecast,29.58,68,1007,0.73,2026-03-30 17:30:00,0.0,17,30,3,30.25,29.89,27.82,67.0,1007.0
Jaffna,forecast,27.54,77,1010,4.02,2026-03-30 20:30:00,0.0,20,30,3,29.58,30.25,29.89,68.0,1007.0
Jaffna,forecast,26.46,83,1010,5.06,2026-03-30 23:30:00,0.0,23,30,3,27.54,29.58,30.25,77.0,1010.0
Jaffna,forecast,26.1,87,1008,4.51,2026-03-31 02:30:00,0.0,2,31,3,26.46,27.54,29.58,83.0,1010.0
Jaffna,forecast,25.83,88,1009,3.46,2026-03-31 05:30:00,0.0,5,31,3,26.1,26.46,27.54,87.0,1008.0
Jaffna,forecast,27.95,74,1011,3.1,2026-03-31 08:30:00,0.0,8,31,3,25.83,26.1,26.46,88.0,1009.0
Jaffna,forecast,30.47,61,1010,2.5,2026-03-31 11:30:00,0.0,11,31,3,27.95,25.83,26.1,74.0,1011.0
Jaffna,forecast,30.31,62,1007,3.15,2026-03-31 14:30:00,0.0,14,31,3,30.47,27.95,25.83,61.0,1010.0
Jaffna,forecast,29.46,65,1007,1.43,2026-03-31 17:30:00,0.0,17,31,3,30.31,30.47,27.95,62.0,1007.0
Jaffna,forecast,26.78,78,1009,4.71,2026-03-31 20:30:00,0.0,20,31,3,29.46,30.31,30.47,65.0,1007.0
Jaffna,forecast,26.0,82,1010,5.02,2026-03-31 23:30:00,0.0,23,31,3,26.78,29.46,30.31,78.0,1009.0
Jaffna,forecast,25.5,82,1008,4.67,2026-04-01 02:30:00,0.0,2,1,4,26.0,26.78,29.46,82.0,1010.0
Jaffna,forecast,24.95,85,1009,3.97,2026-04-01 05:30:00,0.0,5,1,4,25.5,26.0,26.78,82.0,1008.0
Jaffna,forecast,27.43,71,1011,3.43,2026-04-01 08:30:00,0.0,8,1,4,24.95,25.5,26.0,85.0,1009.0
Jaffna,forecast,30.46,54,1010,1.68,2026-04-01 11:30:00,0.0,11,1,4,27.43,24.95,25.5,71.0,1011.0
Jaffna,forecast,30.15,57,1007,4.76,2026-04-01 14:30:00,0.0,14,1,4,30.46,27.43,24.95,54.0,1010.0
Jaffna,forecast,29.19,61,1007,4.89,2026-04-01 17:30:00,0.0,17,1,4,30.15,30.46,27.43,57.0,1007.0
Jaffna,forecast,26.25,71,1010,5.24,2026-04-01 20:30:00,0.0,20,1,4,29.19,30.15,30.46,61.0,1007.0
Jaffna,forecast,25.5,73,1010,4.78,2026-04-01 23:30:00,0.0,23,1,4,26.25,29.19,30.15,71.0,1010.0
Jaffna,forecast,24.77,75,1008,4.75,2026-04-02 02:30:00,0.0,2,2,4,25.5,26.25,29.19,73.0,1010.0
Jaffna,forecast,24.69,74,1010,3.76,2026-04-02 05:30:00,0.0,5,2,4,24.77,25.5,26.25,75.0,1008.0
Jaffna,forecast,26.6,64,1012,3.07,2026-04-02 08:30:00,0.0,8,2,4,24.69,24.77,25.5,74.0,1010.0
Jaffna,forecast,29.93,51,1011,0.94,2026-04-02 11:30:00,0.0,11,2,4,26.6,24.69,24.77,64.0,1012.0
Jaffna,forecast,29.53,57,1008,3.0,2026-04-02 14:30:00,0.0,14,2,4,29.93,26.6,24.69,51.0,1011.0
Jaffna,forecast,29.15,58,1008,1.58,2026-04-02 17:30:00,0.0,17,2,4,29.53,29.93,26.6,57.0,1008.0
Jaffna,forecast,27.26,67,1010,4.26,2026-04-02 20:30:00,0.0,20,2,4,29.15,29.53,29.93,58.0,1008.0
Kalutara,forecast,26.49,82,1009,1.05,2026-03-29 05:30:00,0.6,5,29,3,26.74,26.82,26.87,82.0,1009.0
Kalutara,forecast,28.22,74,1010,0.96,2026-03-29 08:30:00,0.0,8,29,3,26.49,26.74,26.82,82.0,1009.0
Kalutara,forecast,30.37,62,1010,2.89,2026-03-29 11:30:00,0.23,11,29,3,28.22,26.49,26.74,74.0,1010.0
Kalutara,forecast,29.56,68,1007,5.54,2026-03-29 14:30:00,0.69,14,29,3,30.37,28.22,26.49,62.0,1010.0
Kalutara,forecast,28.49,74,1007,3.84,2026-03-29 17:30:00,0.55,17,29,3,29.56,30.37,28.22,68.0,1007.0
Kalutara,forecast,27.2,81,1009,3.11,2026-03-29 20:30:00,0.43,20,29,3,28.49,29.56,30.37,74.0,1007.0
Kalutara,forecast,26.38,83,1010,0.89,2026-03-29 23:30:00,1.0,23,29,3,27.2,28.49,29.56,81.0,1009.0
Kalutara,forecast,26.12,84,1007,0.23,2026-03-30 02:30:00,0.0,2,30,3,26.38,27.2,28.49,83.0,1010.0
Kalutara,forecast,25.39,88,1008,0.92,2026-03-30 05:30:00,0.21,5,30,3,26.12,26.38,27.2,84.0,1007.0
Kalutara,forecast,27.7,78,1011,1.3,2026-03-30 08:30:00,0.01,8,30,3,25.39,26.12,26.38,88.0,1008.0
Kalutara,forecast,30.08,66,1010,3.02,2026-03-30 11:30:00,0.0,11,30,3,27.7,25.39,26.12,78.0,1011.0
Kalutara,forecast,30.04,67,1008,5.57,2026-03-30 14:30:00,0.27,14,30,3,30.08,27.7,25.39,66.0,1010.0
Kalutara,forecast,28.98,70,1008,3.45,2026-03-30 17:30:00,0.28,17,30,3,30.04,30.08,27.7,67.0,1008.0
Kalutara,forecast,26.97,80,1011,3.26,2026-03-30 20:30:00,0.91,20,30,3,28.98,30.04,30.08,70.0,1008.0
Kalutara,forecast,26.53,83,1011,1.68,2026-03-30 23:30:00,0.96,23,30,3,26.97,28.98,30.04,80.0,1011.0
Kalutara,forecast,25.89,84,1008,1.52,2026-03-31 02:30:00,0.73,2,31,3,26.53,26.97,28.98,83.0,1011.0
Kalutara,forecast,25.4,87,1009,1.77,2026-03-31 05:30:00,0.48,5,31,3,25.89,26.53,26.97,84.0,1008.0
Kalutara,forecast,27.15,80,1011,1.52,2026-03-31 08:30:00,0.0,8,31,3,25.4,25.89,26.53,87.0,1009.0
Kalutara,forecast,29.94,66,1010,2.34,2026-03-31 11:30:00,0.0,11,31,3,27.15,25.4,25.89,80.0,1011.0
Kalutara,forecast,29.65,67,1007,5.11,2026-03-31 14:30:00,0.0,14,31,3,29.94,27.15,25.4,66.0,1010.0
Kalutara,forecast,29.2,67,1007,3.4,2026-03-31 17:30:00,0.09,17,31,3,29.65,29.94,27.15,67.0,1007.0
Kalutara,forecast,27.63,74,1009,2.62,2026-03-31 20:30:00,0.02,20,31,3,29.2,29.65,29.94,67.0,1007.0
Kalutara,forecast,26.58,80,1010,2.44,2026-03-31 23:30:00,0.68,23,31,3,27.63,29.2,29.65,74.0,1009.0
Kalutara,forecast,25.77,83,1008,2.41,2026-04-01 02:30:00,0.58,2,1,4,26.58,27.63,29.2,80.0,1010.0
Kalutara,forecast,25.42,83,1009,2.18,2026-04-01 05:30:00,0.57,5,1,4,25.77,26.58,27.63,83.0,1008.0
Kalutara,forecast,27.94,71,1011,2.06,2026-04-01 08:30:00,0.1,8,1,4,25.42,25.77,26.58,83.0,1009.0
Kalutara,forecast,30.5,62,1010,3.5,2026-04-01 11:30:00,0.03,11,1,4,27.94,25.42,25.77,71.0,1011.0
Kalutara,forecast,29.99,66,1007,5.17,2026-04-01 14:30:00,0.0,14,1,4,30.5,27.94,25.42,62.0,1010.0
Kalutara,forecast,27.61,77,1007,4.03,2026-04-01 17:30:00,0.5,17,1,4,29.99,30.5,27.94,66.0,1007.0
Kalutara,forecast,26.42,84,1010,4.01,2026-04-01 20:30:00,1.0,20,1,4,27.61,29.99,30.5,77.0,1007.0
Kalutara,forecast,25.97,85,1010,3.93,2026-04-01 23:30:00,1.0,23,1,4,26.42,27.61,29.99,84.0,1010.0
Kalutara,forecast,25.29,85,1008,2.89,2026-04-02 02:30:00,0.32,2,2,4,25.97,26.42,27.61,85.0,1010.0
Kalutara,forecast,24.62,83,1009,2.98,2026-04-02 05:30:00,0.0,5,2,4,25.29,25.97,26.42,85.0,1008.0
Kalutara,forecast,26.6,70,1011,2.91,2026-04-02 08:30:00,0.0,8,2,4,24.62,25.29,25.97,83.0,1009.0
Kalutara,forecast,31.33,51,1010,1.58,2026-04-02 11:30:00,0.0,11,2,4,26.6,24.62,25.29,70.0,1011.0
Kalutara,forecast,30.01,57,1008,6.61,2026-04-02 14:30:00,0.0,14,2,4,31.33,26.6,24.62,51.0,1010.0
Kalutara,forecast,28.75,57,1008,4.66,2026-04-02 17:30:00,0.0,17,2,4,30.01,31.33,26.6,57.0,1008.0
Kalutara,forecast,26.71,64,1011,4.39,2026-04-02 20:30:00,0.0,20,2,4,28.75,30.01,31.33,57.0,1008.0
Kandy,forecast,20.47,95,1011,1.06,2026-03-29 05:30:00,0.0,5,29,3,20.97,21.14,21.4,96.0,1011.0
Kandy,forecast,25.72,73,1012,0.48,2026-03-29 08:30:00,0.0,8,29,3,20.47,20.97,21.14,95.0,1011.0
Kandy,forecast,32.62,40,1010,1.12,2026-03-29 11:30:00,0.0,11,29,3,25.72,20.47,20.97,73.0,1012.0
Kandy,forecast,34.17,31,1006,1.54,2026-03-29 14:30:00,0.0,14,29,3,32.62,25.72,20.47,40.0,1010.0
Kandy,forecast,27.32,63,1007,0.9,2026-03-29 17:30:00,0.24,17,29,3,34.17,32.62,25.72,31.0,1006.0
Kandy,forecast,22.01,91,1011,0.59,2026-03-29 20:30:00,0.43,20,29,3,27.32,34.17,32.62,63.0,1007.0
Kandy,forecast,21.06,94,1011,1.0,2026-03-29 23:30:00,0.28,23,29,3,22.01,27.32,34.17,91.0,1011.0
Kandy,forecast,20.33,95,1009,0.87,2026-03-30 02:30:00,0.0,2,30,3,21.06,22.01,27.32,94.0,1011.0
Kandy,forecast,19.9,95,1010,1.1,2026-03-30 05:30:00,0.0,5,30,3,20.33,21.06,22.01,95.0,1009.0
Kandy,forecast,26.44,67,1012,0.04,2026-03-30 08:30:00,0.0,8,30,3,19.9,20.33,21.06,95.0,1010.0
Kandy,forecast,32.7,33,1011,0.58,2026-03-30 11:30:00,0.0,11,30,3,26.44,19.9,20.33,67.0,1012.0
Kandy,forecast,33.74,28,1007,1.06,2026-03-30 14:30:00,0.0,14,30,3,32.7,26.44,19.9,33.0,1011.0
Kandy,forecast,25.34,68,1009,1.0,2026-03-30 17:30:00,0.75,17,30,3,33.74,32.7,26.44,28.0,1007.0
Kandy,forecast,21.51,90,1012,0.54,2026-03-30 20:30:00,0.69,20,30,3,25.34,33.74,32.7,68.0,1009.0
Kandy,forecast,20.99,96,1012,0.95,2026-03-30 23:30:00,0.44,23,30,3,21.51,25.34,33.74,90.0,1012.0
Kandy,forecast,20.34,96,1010,0.95,2026-03-31 02:30:00,0.0,2,31,3,20.99,21.51,25.34,96.0,1012.0
Kandy,forecast,19.89,95,1011,1.48,2026-03-31 05:30:00,0.0,5,31,3,20.34,20.99,21.51,96.0,1010.0
Kandy,forecast,25.68,71,1013,0.64,2026-03-31 08:30:00,0.0,8,31,3,19.89,20.34,20.99,95.0,1011.0
Kandy,forecast,32.36,38,1011,0.64,2026-03-31 11:30:00,0.0,11,31,3,25.68,19.89,20.34,71.0,1013.0
Kandy,forecast,33.63,32,1007,0.7,2026-03-31 14:30:00,0.0,14,31,3,32.36,25.68,19.89,38.0,1011.0
Kandy,forecast,25.49,63,1008,0.29,2026-03-31 17:30:00,0.3,17,31,3,33.63,32.36,25.68,32.0,1007.0
Kandy,forecast,22.28,86,1011,0.77,2026-03-31 20:30:00,0.62,20,31,3,25.49,33.63,32.36,63.0,1008.0
Kandy,forecast,21.41,95,1012,0.4,2026-03-31 23:30:00,0.56,23,31,3,22.28,25.49,33.63,86.0,1011.0
Kandy,forecast,20.71,97,1010,1.08,2026-04-01 02:30:00,0.0,2,1,4,21.41,22.28,25.49,95.0,1012.0
Kandy,forecast,19.96,95,1011,1.21,2026-04-01 05:30:00,0.0,5,1,4,20.71,21.41,22.28,97.0,1010.0
Kandy,forecast,25.8,70,1012,0.93,2026-04-01 08:30:00,0.0,8,1,4,19.96,20.71,21.41,95.0,1011.0
Kandy,forecast,32.06,36,1010,0.78,2026-04-01 11:30:00,0.0,11,1,4,25.8,19.96,20.71,70.0,1012.0
Kandy,forecast,33.34,31,1007,1.12,2026-04-01 14:30:00,0.0,14,1,4,32.06,25.8,19.96,36.0,1010.0
Kandy,forecast,25.35,64,1008,0.5,2026-04-01 17:30:00,0.39,17,1,4,33.34,32.06,25.8,31.0,1007.0
Kandy,forecast,21.67,89,1012,0.48,2026-04-01 20:30:00,0.87,20,1,4,25.35,33.34,32.06,64.0,1008.0
Kandy,forecast,21.53,91,1012,0.77,2026-04-01 23:30:00,0.76,23,1,4,21.67,25.35,33.34,89.0,1012.0
Kandy,forecast,21.66,89,1010,1.04,2026-04-02 02:30:00,0.0,2,2,4,21.53,21.67,25.35,91.0,1012.0
Kandy,forecast,19.9,93,1011,1.28,2026-04-02 05:30:00,0.0,5,2,4,21.66,21.53,21.67,89.0,1010.0
Kandy,forecast,26.15,66,1012,0.71,2026-04-02 08:30:00,0.0,8,2,4,19.9,21.66,21.53,93.0,1011.0
Kandy,forecast,32.28,35,1011,0.96,2026-04-02 11:30:00,0.0,11,2,4,26.15,19.9,21.66,66.0,1012.0
Kandy,forecast,33.61,31,1008,0.64,2026-04-02 14:30:00,0.0,14,2,4,32.28,26.15,19.9,35.0,1011.0
Kandy,forecast,25.59,67,1009,0.95,2026-04-02 17:30:00,0.2,17,2,4,33.61,32.28,26.15,31.0,1008.0
Kandy,forecast,22.05,95,1012,0.92,2026-04-02 20:30:00,0.91,20,2,4,25.59,33.61,32.28,67.0,1009.0
Kegalle,forecast,22.68,95,1009,1.34,2026-03-29 05:30:00,0.0,5,29,3,23.18,23.29,23.28,95.0,1009.0
Kegalle,forecast,27.47,73,1011,0.7,2026-03-29 08:30:00,0.0,8,29,3,22.68,23.18,23.29,95.0,1009.0
Kegalle,forecast,34.11,43,1010,1.5,2026-03-29 11:30:00,0.0,11,29,3,27.47,22.68,23.18,73.0,1011.0
Kegalle,forecast,35.21,35,1005,4.21,2026-03-29 14:30:00,0.0,14,29,3,34.11,27.47,22.68,43.0,1010.0
Kegalle,forecast,28.48,65,1007,2.98,2026-03-29 17:30:00,0.26,17,29,3,35.21,34.11,27.47,35.0,1005.0
Kegalle,forecast,23.66,91,1010,1.32,2026-03-29 20:30:00,0.97,20,29,3,28.48,35.21,34.11,65.0,1007.0
Kegalle,forecast,22.87,94,1010,1.15,2026-03-29 23:30:00,0.98,23,29,3,23.66,28.48,35.21,91.0,1010.0
Kegalle,forecast,22.25,94,1008,0.93,2026-03-30 02:30:00,0.0,2,30,3,22.87,23.66,28.48,94.0,1010.0
Kegalle,forecast,21.81,95,1009,1.22,2026-03-30 05:30:00,0.0,5,30,3,22.25,22.87,23.66,94.0,1008.0
Kegalle,forecast,27.53,70,1011,0.26,2026-03-30 08:30:00,0.0,8,30,3,21.81,22.25,22.87,95.0,1009.0
Kegalle,forecast,34.25,40,1010,1.77,2026-03-30 11:30:00,0.0,11,30,3,27.53,21.81,22.25,70.0,1011.0
Kegalle,forecast,36.32,30,1006,3.38,2026-03-30 14:30:00,0.0,14,30,3,34.25,27.53,21.81,40.0,1010.0
Kegalle,forecast,27.25,78,1008,2.75,2026-03-30 17:30:00,0.75,17,30,3,36.32,34.25,27.53,30.0,1006.0
Kegalle,forecast,24.23,90,1011,1.34,2026-03-30 20:30:00,0.94,20,30,3,27.25,36.32,34.25,78.0,1008.0
Kegalle,forecast,22.85,94,1011,1.33,2026-03-30 23:30:00,1.0,23,30,3,24.23,27.25,36.32,90.0,1011.0
Kegalle,forecast,22.36,94,1009,1.02,2026-03-31 02:30:00,0.0,2,31,3,22.85,24.23,27.25,94.0,1011.0
Kegalle,forecast,21.77,93,1010,1.17,2026-03-31 05:30:00,0.0,5,31,3,22.36,22.85,24.23,94.0,1009.0
Kegalle,forecast,26.58,73,1012,0.32,2026-03-31 08:30:00,0.0,8,31,3,21.77,22.36,22.85,93.0,1010.0
Kegalle,forecast,34.09,42,1010,1.53,2026-03-31 11:30:00,0.0,11,31,3,26.58,21.77,22.36,73.0,1012.0
Kegalle,forecast,35.62,31,1006,2.97,2026-03-31 14:30:00,0.0,14,31,3,34.09,26.58,21.77,42.0,1010.0
Kegalle,forecast,27.76,70,1007,2.69,2026-03-31 17:30:00,0.21,17,31,3,35.62,34.09,26.58,31.0,1006.0
Kegalle,forecast,24.18,90,1010,0.96,2026-03-31 20:30:00,0.69,20,31,3,27.76,35.62,34.09,70.0,1007.0
Kegalle,forecast,23.39,94,1011,0.91,2026-03-31 23:30:00,0.88,23,31,3,24.18,27.76,35.62,90.0,1010.0
Kegalle,forecast,22.61,95,1009,0.92,2026-04-01 02:30:00,0.0,2,1,4,23.39,24.18,27.76,94.0,1011.0
Kegalle,forecast,22.12,95,1010,1.05,2026-04-01 05:30:00,0.0,5,1,4,22.61,23.39,24.18,95.0,1009.0
Kegalle,forecast,27.25,73,1011,0.65,2026-04-01 08:30:00,0.0,8,1,4,22.12,22.61,23.39,95.0,1010.0
Kegalle,forecast,34.14,40,1009,1.83,2026-04-01 11:30:00,0.0,11,1,4,27.25,22.12,22.61,73.0,1011.0
Kegalle,forecast,36.23,28,1005,3.11,2026-04-01 14:30:00,0.0,14,1,4,34.14,27.25,22.12,40.0,1009.0
Kegalle,forecast,27.39,73,1007,2.75,2026-04-01 17:30:00,0.4,17,1,4,36.23,34.14,27.25,28.0,1005.0
Kegalle,forecast,23.93,93,1010,0.62,2026-04-01 20:30:00,1.0,20,1,4,27.39,36.23,34.14,73.0,1007.0
Kegalle,forecast,23.31,94,1011,0.74,2026-04-01 23:30:00,1.0,23,1,4,23.93,27.39,36.23,93.0,1010.0
Kegalle,forecast,22.6,96,1009,1.11,2026-04-02 02:30:00,0.0,2,2,4,23.31,23.93,27.39,94.0,1011.0
Kegalle,forecast,22.11,95,1010,1.01,2026-04-02 05:30:00,0.0,5,2,4,22.6,23.31,23.93,96.0,1009.0
Kegalle,forecast,26.1,77,1012,0.31,2026-04-02 08:30:00,0.0,8,2,4,22.11,22.6,23.31,95.0,1010.0
Kegalle,forecast,33.46,43,1010,1.77,2026-04-02 11:30:00,0.0,11,2,4,26.1,22.11,22.6,77.0,1012.0
Kegalle,forecast,35.42,33,1006,3.35,2026-04-02 14:30:00,0.0,14,2,4,33.46,26.1,22.11,43.0,1010.0
Kegalle,forecast,27.19,72,1008,2.3,2026-04-02 17:30:00,0.2,17,2,4,35.42,33.46,26.1,33.0,1006.0
