city,type,temperature,humidity,pressure,wind_speed,timestamp,rain_probability,hour,day,month,temp_lag_1,temp_lag_2,temp_lag_3,humidity_lag_1,pressure_lag_1
Kegalle,forecast,24.24,85,1011,0.47,2026-04-02 20:30:00,0.45,20,2,4,27.19,35.42,33.46,72.0,1008.0
Kilinochchi,forecast,22.44,91,1008,1.76,2026-03-29 05:30:00,0.0,5,29,3,23.13,23.46,23.82,87.0,1008.0
Kilinochchi,forecast,28.9,64,1010,2.24,2026-03-29 08:30:00,0.0,8,29,3,22.44,23.13,23.46,91.0,1008.0
Kilinochchi,forecast,35.69,38,1009,2.12,2026-03-29 11:30:00,0.0,11,29,3,28.9,22.44,23.13,64.0,1010.0
Kilinochchi,forecast,33.09,49,1006,3.38,2026-03-29 14:30:00,0.0,14,29,3,35.69,28.9,22.44,38.0,1009.0
Kilinochchi,forecast,30.11,61,1006,2.11,2026-03-29 17:30:00,0.0,17,29,3,33.09,35.69,28.9,49.0,1006.0
Kilinochchi,forecast,25.17,86,1009,2.25,2026-03-29 20:30:00,0.0,20,29,3,30.11,33.09,35.69,61.0,1006.0
Kilinochchi,forecast,24.05,92,1009,2.28,2026-03-29 23:30:00,0.0,23,29,3,25.17,30.11,33.09,86.0,1009.0
Kilinochchi,forecast,23.52,96,1007,2.35,2026-03-30 02:30:00,0.0,2,30,3,24.05,25.17,30.11,92.0,1009.0
Kilinochchi,forecast,23.18,97,1009,1.62,2026-03-30 05:30:00,0.0,5,30,3,23.52,24.05,25.17,96.0,1007.0
Kilinochchi,forecast,29.42,64,1011,2.24,2026-03-30 08:30:00,0.0,8,30,3,23.18,23.52,24.05,97.0,1009.0
Kilinochchi,forecast,36.02,36,1009,1.12,2026-03-30 11:30:00,0.0,11,30,3,29.42,23.18,23.52,64.0,1011.0
Kilinochchi,forecast,33.56,48,1007,3.45,2026-03-30 14:30:00,0.0,14,30,3,36.02,29.42,23.18,36.0,1009.0
Kilinochchi,forecast,30.27,60,1007,2.21,2026-03-30 17:30:00,0.0,17,30,3,33.56,36.02,29.42,48.0,1007.0
Kilinochchi,forecast,25.16,83,1010,2.33,2026-03-30 20:30:00,0.0,20,30,3,30.27,33.56,36.02,60.0,1007.0
Kilinochchi,forecast,23.96,93,1010,1.91,2026-03-30 23:30:00,0.0,23,30,3,25.16,30.27,33.56,83.0,1010.0
Kilinochchi,forecast,23.56,96,1008,2.4,2026-03-31 02:30:00,0.0,2,31,3,23.96,25.16,30.27,93.0,1010.0
Kilinochchi,forecast,23.14,96,1009,1.77,2026-03-31 05:30:00,0.0,5,31,3,23.56,23.96,25.16,96.0,1008.0
Kilinochchi,forecast,29.69,60,1011,1.53,2026-03-31 08:30:00,0.0,8,31,3,23.14,23.56,23.96,96.0,1009.0
Kilinochchi,forecast,35.18,38,1010,1.58,2026-03-31 11:30:00,0.0,11,31,3,29.69,23.14,23.56,60.0,1011.0
Kilinochchi,forecast,33.68,45,1007,3.77,2026-03-31 14:30:00,0.0,14,31,3,35.18,29.69,23.14,38.0,1010.0
Kilinochchi,forecast,30.25,58,1007,2.45,2026-03-31 17:30:00,0.0,17,31,3,33.68,35.18,29.69,45.0,1007.0
Kilinochchi,forecast,24.49,85,1009,2.3,2026-03-31 20:30:00,0.0,20,31,3,30.25,33.68,35.18,58.0,1007.0
Kilinochchi,forecast,23.13,91,1010,2.46,2026-03-31 23:30:00,0.0,23,31,3,24.49,30.25,33.68,85.0,1009.0
Kilinochchi,forecast,22.36,94,1008,1.97,2026-04-01 02:30:00,0.0,2,1,4,23.13,24.49,30.25,91.0,1010.0
Kilinochchi,forecast,21.97,96,1009,1.67,2026-04-01 05:30:00,0.0,5,1,4,22.36,23.13,24.49,94.0,1008.0
Kilinochchi,forecast,28.95,59,1011,2.65,2026-04-01 08:30:00,0.0,8,1,4,21.97,22.36,23.13,96.0,1009.0
Kilinochchi,forecast,35.61,30,1009,2.14,2026-04-01 11:30:00,0.0,11,1,4,28.95,21.97,22.36,59.0,1011.0
Kilinochchi,forecast,33.6,40,1006,4.17,2026-04-01 14:30:00,0.0,14,1,4,35.61,28.95,21.97,30.0,1009.0
Kilinochchi,forecast,29.59,49,1007,3.85,2026-04-01 17:30:00,0.0,17,1,4,33.6,35.61,28.95,40.0,1006.0
Kilinochchi,forecast,23.55,76,1010,2.47,2026-04-01 20:30:00,0.0,20,1,4,29.59,33.6,35.61,49.0,1007.0
Kilinochchi,forecast,22.04,80,1010,2.04,2026-04-01 23:30:00,0.0,23,1,4,23.55,29.59,33.6,76.0,1010.0
Kilinochchi,forecast,21.27,82,1009,2.09,2026-04-02 02:30:00,0.0,2,2,4,22.04,23.55,29.59,80.0,1010.0
Kilinochchi,forecast,20.96,84,1010,2.04,2026-04-02 05:30:00,0.0,5,2,4,21.27,22.04,23.55,82.0,1009.0
Kilinochchi,forecast,28.42,51,1011,2.3,2026-04-02 08:30:00,0.0,8,2,4,20.96,21.27,22.04,84.0,1010.0
Kilinochchi,forecast,34.98,36,1010,0.48,2026-04-02 11:30:00,0.0,11,2,4,28.42,20.96,21.27,51.0,1011.0
Kilinochchi,forecast,32.65,43,1008,3.45,2026-04-02 14:30:00,0.0,14,2,4,34.98,28.42,20.96,36.0,1010.0
Kilinochchi,forecast,29.07,54,1008,2.32,2026-04-02 17:30:00,0.0,17,2,4,32.65,34.98,28.42,43.0,1008.0
Kilinochchi,forecast,24.54,67,1011,2.26,2026-04-02 20:30:00,0.0,20,2,4,29.07,32.65,34.98,54.0,1008.0
Kurunegala,forecast,23.08,95,1009,1.14,2026-03-29 05:30:00,0.0,5,29,3,23.49,23.6,23.59,95.0,1009.0
Kurunegala,forecast,27.95,73,1011,0.89,2026-03-29 08:30:00,0.0,8,29,3,23.08,23.49,23.6,95.0,1009.0
Kurunegala,forecast,35.63,39,1009,1.4,2026-03-29 11:30:00,0.0,11,29,3,27.95,23.08,23.49,73.0,1011.0
Kurunegala,forecast,37.59,27,1005,2.84,2026-03-29 14:30:00,0.0,14,29,3,35.63,27.95,23.08,39.0,1009.0
Kurunegala,forecast,30.09,60,1006,3.58,2026-03-29 17:30:00,0.0,17,29,3,37.59,35.63,27.95,27.0,1005.0
Kurunegala,forecast,23.93,93,1010,0.27,2026-03-29 20:30:00,1.0,20,29,3,30.09,37.59,35.63,60.0,1006.0
Kurunegala,forecast,23.53,95,1010,0.86,2026-03-29 23:30:00,1.0,23,29,3,23.93,30.09,37.59,93.0,1010.0
Kurunegala,forecast,22.85,96,1008,0.95,2026-03-30 02:30:00,0.0,2,30,3,23.53,23.93,30.09,95.0,1010.0
Kurunegala,forecast,22.29,96,1009,1.17,2026-03-30 05:30:00,0.0,5,30,3,22.85,23.53,23.93,96.0,1008.0
Kurunegala,forecast,27.69,72,1011,0.73,2026-03-30 08:30:00,0.0,8,30,3,22.29,22.85,23.53,96.0,1009.0
Kurunegala,forecast,35.18,38,1010,1.27,2026-03-30 11:30:00,0.0,11,30,3,27.69,22.29,22.85,72.0,1011.0
Kurunegala,forecast,37.4,26,1006,2.61,2026-03-30 14:30:00,0.0,14,30,3,35.18,27.69,22.29,38.0,1010.0
Kurunegala,forecast,28.27,73,1007,3.29,2026-03-30 17:30:00,0.57,17,30,3,37.4,35.18,27.69,26.0,1006.0
Kurunegala,forecast,24.28,94,1011,0.89,2026-03-30 20:30:00,1.0,20,30,3,28.27,37.4,35.18,73.0,1007.0
Kurunegala,forecast,23.85,94,1011,0.98,2026-03-30 23:30:00,1.0,23,30,3,24.28,28.27,37.4,94.0,1011.0
Kurunegala,forecast,23.03,95,1009,0.96,2026-03-31 02:30:00,0.0,2,31,3,23.85,24.28,28.27,94.0,1011.0
Kurunegala,forecast,22.51,95,1009,0.98,2026-03-31 05:30:00,0.0,5,31,3,23.03,23.85,24.28,95.0,1009.0
Kurunegala,forecast,26.73,78,1012,0.37,2026-03-31 08:30:00,0.0,8,31,3,22.51,23.03,23.85,95.0,1009.0
Kurunegala,forecast,34.85,41,1010,1.24,2026-03-31 11:30:00,0.0,11,31,3,26.73,22.51,23.03,78.0,1012.0
Kurunegala,forecast,36.94,28,1006,2.38,2026-03-31 14:30:00,0.0,14,31,3,34.85,26.73,22.51,41.0,1010.0
Kurunegala,forecast,29.72,61,1007,3.09,2026-03-31 17:30:00,0.0,17,31,3,36.94,34.85,26.73,28.0,1006.0
Kurunegala,forecast,24.81,90,1010,0.96,2026-03-31 20:30:00,1.0,20,31,3,29.72,36.94,34.85,61.0,1007.0
Kurunegala,forecast,24.14,93,1011,0.96,2026-03-31 23:30:00,1.0,23,31,3,24.81,29.72,36.94,90.0,1010.0
Kurunegala,forecast,23.32,95,1009,0.85,2026-04-01 02:30:00,0.0,2,1,4,24.14,24.81,29.72,93.0,1011.0
Kurunegala,forecast,22.8,96,1009,0.91,2026-04-01 05:30:00,0.0,5,1,4,23.32,24.14,24.81,95.0,1009.0
Kurunegala,forecast,27.43,77,1011,0.5,2026-04-01 08:30:00,0.0,8,1,4,22.8,23.32,24.14,96.0,1009.0
Kurunegala,forecast,35.26,39,1009,1.43,2026-04-01 11:30:00,0.0,11,1,4,27.43,22.8,23.32,77.0,1011.0
Kurunegala,forecast,37.09,26,1005,2.7,2026-04-01 14:30:00,0.0,14,1,4,35.26,27.43,22.8,39.0,1009.0
Kurunegala,forecast,29.37,62,1007,3.09,2026-04-01 17:30:00,0.0,17,1,4,37.09,35.26,27.43,26.0,1005.0
Kurunegala,forecast,24.57,92,1010,0.68,2026-04-01 20:30:00,1.0,20,1,4,29.37,37.09,35.26,62.0,1007.0
Kurunegala,forecast,24.11,93,1011,0.63,2026-04-01 23:30:00,1.0,23,1,4,24.57,29.37,37.09,92.0,1010.0
Kurunegala,forecast,23.19,96,1009,0.99,2026-04-02 02:30:00,0.0,2,2,4,24.11,24.57,29.37,93.0,1011.0
Kurunegala,forecast,22.86,95,1009,0.8,2026-04-02 05:30:00,0.0,5,2,4,23.19,24.11,24.57,96.0,1009.0
Kurunegala,forecast,26.59,79,1011,0.49,2026-04-02 08:30:00,0.0,8,2,4,22.86,23.19,24.11,95.0,1009.0
Kurunegala,forecast,34.41,42,1010,1.51,2026-04-02 11:30:00,0.0,11,2,4,26.59,22.86,23.19,79.0,1011.0
Kurunegala,forecast,36.09,31,1006,3.64,2026-04-02 14:30:00,0.0,14,2,4,34.41,26.59,22.86,42.0,1010.0
Kurunegala,forecast,29.64,62,1008,2.95,2026-04-02 17:30:00,0.0,17,2,4,36.09,34.41,26.59,31.0,1006.0
Kurunegala,forecast,25.13,87,1011,0.91,2026-04-02 20:30:00,0.71,20,2,4,29.64,36.09,34.41,62.0,1008.0
Mannar,forecast,26.23,82,1008,3.69,2026-03-29 05:30:00,0.0,5,29,3,26.51,26.66,27.13,80.0,1008.0
Mannar,forecast,27.87,77,1010,3.38,2026-03-29 08:30:00,0.0,8,29,3,26.23,26.51,26.66,82.0,1008.0
Mannar,forecast,29.5,70,1009,4.94,2026-03-29 11:30:00,0.0,11,29,3,27.87,26.23,26.51,77.0,1010.0
Mannar,forecast,29.79,68,1006,5.45,2026-03-29 14:30:00,0.0,14,29,3,29.5,27.87,26.23,70.0,1009.0
Mannar,forecast,29.33,70,1006,1.81,2026-03-29 17:30:00,0.0,17,29,3,29.79,29.5,27.87,68.0,1006.0
Mannar,forecast,28.29,79,1009,3.1,2026-03-29 20:30:00,0.0,20,29,3,29.33,29.79,29.5,70.0,1006.0
Mannar,forecast,27.56,82,1009,4.17,2026-03-29 23:30:00,0.0,23,29,3,28.29,29.33,29.79,79.0,1009.0
Mannar,forecast,27.4,81,1007,4.42,2026-03-30 02:30:00,0.2,2,30,3,27.56,28.29,29.33,82.0,1009.0
Mannar,forecast,27.02,82,1008,2.91,2026-03-30 05:30:00,0.0,5,30,3,27.4,27.56,28.29,81.0,1007.0
Mannar,forecast,28.1,78,1010,4.26,2026-03-30 08:30:00,0.0,8,30,3,27.02,27.4,27.56,82.0,1008.0
Mannar,forecast,29.43,71,1010,4.63,2026-03-30 11:30:00,0.0,11,30,3,28.1,27.02,27.4,78.0,1010.0
Mannar,forecast,29.14,74,1007,6.39,2026-03-30 14:30:00,0.0,14,30,3,29.43,28.1,27.02,71.0,1010.0
Mannar,forecast,28.96,72,1007,2.13,2026-03-30 17:30:00,0.0,17,30,3,29.14,29.43,28.1,74.0,1007.0
Mannar,forecast,28.38,76,1010,1.31,2026-03-30 20:30:00,0.2,20,30,3,28.96,29.14,29.43,72.0,1007.0
Mannar,forecast,27.67,78,1010,2.87,2026-03-30 23:30:00,0.05,23,30,3,28.38,28.96,29.14,76.0,1010.0
Mannar,forecast,26.76,81,1008,3.63,2026-03-31 02:30:00,0.0,2,31,3,27.67,28.38,28.96,78.0,1010.0
Mannar,forecast,26.19,84,1009,2.97,2026-03-31 05:30:00,0.0,5,31,3,26.76,27.67,28.38,81.0,1008.0
Mannar,forecast,27.33,80,1011,3.3,2026-03-31 08:30:00,0.0,8,31,3,26.19,26.76,27.67,84.0,1009.0
Mannar,forecast,28.72,71,1010,2.87,2026-03-31 11:30:00,0.2,11,31,3,27.33,26.19,26.76,80.0,1011.0
Mannar,forecast,29.09,71,1007,4.72,2026-03-31 14:30:00,0.0,14,31,3,28.72,27.33,26.19,71.0,1010.0
Mannar,forecast,28.96,70,1007,2.31,2026-03-31 17:30:00,0.0,17,31,3,29.09,28.72,27.33,71.0,1007.0
Mannar,forecast,28.33,72,1009,2.33,2026-03-31 20:30:00,0.0,20,31,3,28.96,29.09,28.72,70.0,1007.0
Mannar,forecast,26.37,82,1010,5.85,2026-03-31 23:30:00,0.0,23,31,3,28.33,28.96,29.09,72.0,1009.0
Mannar,forecast,25.46,88,1008,5.01,2026-04-01 02:30:00,0.0,2,1,4,26.37,28.33,28.96,82.0,1010.0
Mannar,forecast,25.22,88,1009,4.61,2026-04-01 05:30:00,0.0,5,1,4,25.46,26.37,28.33,88.0,1008.0
Mannar,forecast,27.19,77,1011,3.72,2026-04-01 08:30:00,0.0,8,1,4,25.22,25.46,26.37,88.0,1009.0
Mannar,forecast,29.02,67,1010,3.8,2026-04-01 11:30:00,0.0,11,1,4,27.19,25.22,25.46,77.0,1011.0
Mannar,forecast,28.48,73,1007,4.83,2026-04-01 14:30:00,0.0,14,1,4,29.02,27.19,25.22,67.0,1010.0
Mannar,forecast,28.47,66,1007,3.97,2026-04-01 17:30:00,0.0,17,1,4,28.48,29.02,27.19,73.0,1007.0
Mannar,forecast,28.0,65,1009,3.97,2026-04-01 20:30:00,0.0,20,1,4,28.47,28.48,29.02,66.0,1007.0
Mannar,forecast,26.09,71,1010,5.7,2026-04-01 23:30:00,0.0,23,1,4,28.0,28.47,28.48,65.0,1009.0
Mannar,forecast,25.18,75,1008,5.13,2026-04-02 02:30:00,0.0,2,2,4,26.09,28.0,28.47,71.0,1010.0
Mannar,forecast,24.92,73,1009,3.57,2026-04-02 05:30:00,0.0,5,2,4,25.18,26.09,28.0,75.0,1008.0
Mannar,forecast,26.73,68,1011,1.59,2026-04-02 08:30:00,0.0,8,2,4,24.92,25.18,26.09,73.0,1009.0
Mannar,forecast,27.35,71,1011,2.98,2026-04-02 11:30:00,0.0,11,2,4,26.73,24.92,25.18,68.0,1011.0
Mannar,forecast,28.4,73,1008,5.39,2026-04-02 14:30:00,0.0,14,2,4,27.35,26.73,24.92,71.0,1011.0
Mannar,forecast,28.11,72,1008,2.18,2026-04-02 17:30:00,0.0,17,2,4,28.4,27.35,26.73,73.0,1008.0
Mannar,forecast,27.51,74,1010,1.35,2026-04-02 20:30:00,0.0,20,2,4,28.11,28.4,27.35,72.0,1008.0
Matale,forecast,18.93,98,1010,1.16,2026-03-29 05:30:00,0.0,5,29,3,19.35,19.47,19.48,97.0,1010.0
Matale,forecast,24.43,73,1012,0.28,2026-03-29 08:30:00,0.0,8,29,3,18.93,19.35,19.47,98.0,1010.0
Matale,forecast,31.36,39,1010,1.48,2026-03-29 11:30:00,0.0,11,29,3,24.43,18.93,19.35,73.0,1012.0
Matale,forecast,33.22,28,1006,1.95,2026-03-29 14:30:00,0.0,14,29,3,31.36,24.43,18.93,39.0,1010.0
Matale,forecast,26.13,61,1007,2.11,2026-03-29 17:30:00,0.2,17,29,3,33.22,31.36,24.43,28.0,1006.0
Matale,forecast,20.7,92,1011,0.17,2026-03-29 20:30:00,0.94,20,29,3,26.13,33.22,31.36,61.0,1007.0
Matale,forecast,19.76,97,1011,0.78,2026-03-29 23:30:00,0.76,23,29,3,20.7,26.13,33.22,92.0,1011.0
Matale,forecast,19.02,98,1009,0.96,2026-03-30 02:30:00,0.0,2,30,3,19.76,20.7,26.13,97.0,1011.0
Matale,forecast,18.43,97,1010,1.04,2026-03-30 05:30:00,0.0,5,30,3,19.02,19.76,20.7,98.0,1009.0
Matale,forecast,24.74,70,1012,0.1,2026-03-30 08:30:00,0.0,8,30,3,18.43,19.02,19.76,97.0,1010.0
Matale,forecast,31.93,33,1010,1.18,2026-03-30 11:30:00,0.0,11,30,3,24.74,18.43,19.02,70.0,1012.0
Matale,forecast,33.11,27,1007,1.5,2026-03-30 14:30:00,0.0,14,30,3,31.93,24.74,18.43,33.0,1010.0
Matale,forecast,24.6,67,1008,1.91,2026-03-30 17:30:00,0.75,17,30,3,33.11,31.93,24.74,27.0,1007.0
Matale,forecast,20.33,91,1012,0.45,2026-03-30 20:30:00,0.86,20,30,3,24.6,33.11,31.93,67.0,1008.0
Matale,forecast,19.97,96,1012,0.69,2026-03-30 23:30:00,0.64,23,30,3,20.33,24.6,33.11,91.0,1012.0
Matale,forecast,19.12,98,1010,0.89,2026-03-31 02:30:00,0.0,2,31,3,19.97,20.33,24.6,96.0,1012.0
Matale,forecast,18.67,97,1010,1.15,2026-03-31 05:30:00,0.0,5,31,3,19.12,19.97,20.33,98.0,1010.0
Matale,forecast,24.41,72,1012,0.36,2026-03-31 08:30:00,0.0,8,31,3,18.67,19.12,19.97,97.0,1010.0
Matale,forecast,31.26,38,1010,1.53,2026-03-31 11:30:00,0.0,11,31,3,24.41,18.67,19.12,72.0,1012.0
Matale,forecast,32.48,30,1007,2.03,2026-03-31 14:30:00,0.0,14,31,3,31.26,24.41,18.67,38.0,1010.0
Matale,forecast,26.15,57,1008,1.13,2026-03-31 17:30:00,0.0,17,31,3,32.48,31.26,24.41,30.0,1007.0
Matale,forecast,20.78,89,1011,0.6,2026-03-31 20:30:00,0.94,20,31,3,26.15,32.48,31.26,57.0,1008.0
Matale,forecast,20.05,96,1012,0.61,2026-03-31 23:30:00,0.83,23,31,3,20.78,26.15,32.48,89.0,1011.0
Matale,forecast,19.16,98,1010,0.95,2026-04-01 02:30:00,0.0,2,1,4,20.05,20.78,26.15,96.0,1012.0
Matale,forecast,18.57,98,1011,0.82,2026-04-01 05:30:00,0.0,5,1,4,19.16,20.05,20.78,98.0,1010.0
Matale,forecast,24.59,72,1012,0.76,2026-04-01 08:30:00,0.0,8,1,4,18.57,19.16,20.05,98.0,1011.0
Matale,forecast,31.2,35,1010,1.49,2026-04-01 11:30:00,0.0,11,1,4,24.59,18.57,19.16,72.0,1012.0
Matale,forecast,32.56,28,1006,2.01,2026-04-01 14:30:00,0.0,14,1,4,31.2,24.59,18.57,35.0,1010.0
Matale,forecast,25.59,58,1008,1.33,2026-04-01 17:30:00,0.0,17,1,4,32.56,31.2,24.59,28.0,1006.0
Matale,forecast,20.42,91,1011,0.37,2026-04-01 20:30:00,0.88,20,1,4,25.59,32.56,31.2,58.0,1008.0
Matale,forecast,19.73,94,1012,0.84,2026-04-01 23:30:00,0.75,23,1,4,20.42,25.59,32.56,91.0,1011.0
Matale,forecast,19.68,93,1010,0.98,2026-04-02 02:30:00,0.0,2,2,4,19.73,20.42,25.59,94.0,1012.0
Matale,forecast,18.68,95,1010,0.9,2026-04-02 05:30:00,0.0,5,2,4,19.68,19.73,20.42,93.0,1010.0
Matale,forecast,24.64,68,1012,0.7,2026-04-02 08:30:00,0.0,8,2,4,18.68,19.68,19.73,95.0,1010.0
Matale,forecast,31.31,34,1011,1.63,2026-04-02 11:30:00,0.0,11,2,4,24.64,18.68,19.68,68.0,1012.0
Matale,forecast,32.7,29,1007,1.67,2026-04-02 14:30:00,0.0,14,2,4,31.31,24.64,18.68,34.0,1011.0
Matale,forecast,25.67,58,1009,1.5,2026-04-02 17:30:00,0.0,17,2,4,32.7,31.31,24.64,29.0,1007.0
Matale,forecast,21.15,91,1012,0.74,2026-04-02 20:30:00,1.0,20,2,4,25.67,32.7,31.31,58.0,1009.0
Matara,forecast,25.4,86,1009,2.33,2026-03-29 05:30:00,0.24,5,29,3,25.6,25.81,26.23,85.0,1009.0
Matara,forecast,28.77,70,1010,1.8,2026-03-29 08:30:00,0.0,8,29,3,25.4,25.6,25.81,86.0,1009.0
Matara,forecast,29.79,66,1010,3.26,2026-03-29 11:30:00,0.54,11,29,3,28.77,25.4,25.6,70.0,1010.0
Matara,forecast,30.41,62,1007,4.19,2026-03-29 14:30:00,0.49,14,29,3,29.79,28.77,25.4,66.0,1010.0
Matara,forecast,28.86,69,1007,4.38,2026-03-29 17:30:00,0.37,17,29,3,30.41,29.79,28.77,62.0,1007.0
Matara,forecast,25.9,85,1010,2.8,2026-03-29 20:30:00,0.75,20,29,3,28.86,30.41,29.79,69.0,1007.0
Matara,forecast,25.44,88,1010,2.2,2026-03-29 23:30:00,0.4,23,29,3,25.9,28.86,30.41,85.0,1010.0
Matara,forecast,24.76,91,1007,1.96,2026-03-30 02:30:00,0.0,2,30,3,25.44,25.9,28.86,88.0,1010.0
Matara,forecast,24.54,92,1008,2.09,2026-03-30 05:30:00,0.0,5,30,3,24.76,25.44,25.9,91.0,1007.0
Matara,forecast,27.78,78,1011,1.5,2026-03-30 08:30:00,0.09,8,30,3,24.54,24.76,25.44,92.0,1008.0
Matara,forecast,30.98,62,1010,3.5,2026-03-30 11:30:00,0.03,11,30,3,27.78,24.54,24.76,78.0,1011.0
Matara,forecast,30.73,61,1008,3.57,2026-03-30 14:30:00,0.56,14,30,3,30.98,27.78,24.54,62.0,1010.0
Matara,forecast,28.86,70,1008,3.57,2026-03-30 17:30:00,0.44,17,30,3,30.73,30.98,27.78,61.0,1008.0
Matara,forecast,26.1,84,1011,2.19,2026-03-30 20:30:00,0.89,20,30,3,28.86,30.73,30.98,70.0,1008.0
Matara,forecast,25.58,87,1011,1.47,2026-03-30 23:30:00,0.62,23,30,3,26.1,28.86,30.73,84.0,1011.0
Matara,forecast,25.11,88,1008,0.86,2026-03-31 02:30:00,0.38,2,31,3,25.58,26.1,28.86,87.0,1011.0
Matara,forecast,24.48,90,1009,1.61,2026-03-31 05:30:00,0.24,5,31,3,25.11,25.58,26.1,88.0,1008.0
Matara,forecast,27.71,77,1011,0.92,2026-03-31 08:30:00,0.0,8,31,3,24.48,25.11,25.58,90.0,1009.0
Matara,forecast,30.67,63,1010,3.06,2026-03-31 11:30:00,0.0,11,31,3,27.71,24.48,25.11,77.0,1011.0
Matara,forecast,30.0,64,1007,3.72,2026-03-31 14:30:00,0.0,14,31,3,30.67,27.71,24.48,63.0,1010.0
Matara,forecast,28.56,69,1008,2.24,2026-03-31 17:30:00,0.3,17,31,3,30.0,30.67,27.71,64.0,1007.0
Matara,forecast,25.99,80,1010,0.85,2026-03-31 20:30:00,0.82,20,31,3,28.56,30.0,30.67,69.0,1008.0
Matara,forecast,25.25,85,1010,1.04,2026-03-31 23:30:00,0.91,23,31,3,25.99,28.56,30.0,80.0,1010.0
Matara,forecast,24.58,88,1008,1.76,2026-04-01 02:30:00,0.87,2,1,4,25.25,25.99,28.56,85.0,1010.0
Matara,forecast,24.53,89,1009,1.94,2026-04-01 05:30:00,0.72,5,1,4,24.58,25.25,25.99,88.0,1008.0
Matara,forecast,27.79,74,1011,2.64,2026-04-01 08:30:00,0.26,8,1,4,24.53,24.58,25.25,89.0,1009.0
Matara,forecast,30.74,60,1010,4.36,2026-04-01 11:30:00,0.29,11,1,4,27.79,24.53,24.58,74.0,1011.0
Matara,forecast,29.82,66,1007,5.68,2026-04-01 14:30:00,0.0,14,1,4,30.74,27.79,24.53,60.0,1010.0
Matara,forecast,28.29,71,1007,3.84,2026-04-01 17:30:00,0.03,17,1,4,29.82,30.74,27.79,66.0,1007.0
Matara,forecast,26.2,79,1010,2.99,2026-04-01 20:30:00,0.0,20,1,4,28.29,29.82,30.74,71.0,1007.0
Matara,forecast,25.42,79,1011,2.81,2026-04-01 23:30:00,0.0,23,1,4,26.2,28.29,29.82,79.0,1010.0
Matara,forecast,24.63,79,1009,2.89,2026-04-02 02:30:00,0.0,2,2,4,25.42,26.2,28.29,79.0,1011.0
Matara,forecast,23.97,78,1010,3.15,2026-04-02 05:30:00,0.0,5,2,4,24.63,25.42,26.2,79.0,1009.0
Matara,forecast,27.53,62,1011,3.97,2026-04-02 08:30:00,0.0,8,2,4,23.97,24.63,25.42,78.0,1010.0
Matara,forecast,30.78,46,1011,4.65,2026-04-02 11:30:00,0.0,11,2,4,27.53,23.97,24.63,62.0,1011.0
Matara,forecast,30.5,46,1008,4.65,2026-04-02 14:30:00,0.0,14,2,4,30.78,27.53,23.97,46.0,1011.0
Matara,forecast,28.02,58,1008,3.98,2026-04-02 17:30:00,0.0,17,2,4,30.5,30.78,27.53,46.0,1008.0
Matara,forecast,25.0,72,1011,2.45,2026-04-02 20:30:00,0.0,20,2,4,28.02,30.5,30.78,58.0,1008.0
Monaragala,forecast,23.02,94,1009,0.63,2026-03-29 05:30:00,0.0,5,29,3,23.53,23.66,23.7,94.0,1009.0
Monaragala,forecast,27.5,76,1011,0.79,2026-03-29 08:30:00,0.0,8,29,3,23.02,23.53,23.66,94.0,1009.0
Monaragala,forecast,33.93,46,1010,1.5,2026-03-29 11:30:00,0.0,11,29,3,27.5,23.02,23.53,76.0,1011.0
Monaragala,forecast,35.69,35,1005,4.23,2026-03-29 14:30:00,0.0,14,29,3,33.93,27.5,23.02,46.0,1010.0
Monaragala,forecast,28.75,71,1007,2.49,2026-03-29 17:30:00,0.74,17,29,3,35.69,33.93,27.5,35.0,1005.0
Monaragala,forecast,24.88,88,1010,2.24,2026-03-29 20:30:00,0.2,20,29,3,28.75,35.69,33.93,71.0,1007.0
Monaragala,forecast,23.49,94,1010,1.12,2026-03-29 23:30:00,0.0,23,29,3,24.88,28.75,35.69,88.0,1010.0
Monaragala,forecast,22.81,92,1008,0.79,2026-03-30 02:30:00,0.0,2,30,3,23.49,24.88,28.75,94.0,1010.0
Monaragala,forecast,22.3,91,1009,1.07,2026-03-30 05:30:00,0.0,5,30,3,22.81,23.49,24.88,92.0,1008.0
Monaragala,forecast,28.05,70,1011,0.47,2026-03-30 08:30:00,0.0,8,30,3,22.3,22.81,23.49,91.0,1009.0
Monaragala,forecast,34.2,41,1010,1.72,2026-03-30 11:30:00,0.0,11,30,3,28.05,22.3,22.81,70.0,1011.0
Monaragala,forecast,35.39,36,1007,3.09,2026-03-30 14:30:00,0.0,14,30,3,34.2,28.05,22.3,41.0,1010.0
Monaragala,forecast,29.01,66,1008,3.66,2026-03-30 17:30:00,0.54,17,30,3,35.39,34.2,28.05,36.0,1007.0
Monaragala,forecast,25.74,82,1011,2.1,2026-03-30 20:30:00,0.22,20,30,3,29.01,35.39,34.2,66.0,1008.0
Monaragala,forecast,24.18,92,1011,1.7,2026-03-30 23:30:00,0.2,23,30,3,25.74,29.01,35.39,82.0,1011.0
Monaragala,forecast,23.58,93,1009,0.9,2026-03-31 02:30:00,0.3,2,31,3,24.18,25.74,29.01,92.0,1011.0
Monaragala,forecast,22.76,93,1010,0.55,2026-03-31 05:30:00,0.0,5,31,3,23.58,24.18,25.74,93.0,1009.0
